tafel_nr,wijk,begin_tijd,volg_nr,eind_tijd,servicetype
14,1,2019-03-07 17:08:26,0,2019-03-08 08:01:09,drinken
14,1,2019-03-07 17:16:45,0,2019-03-08 08:01:09,drinken
2,1,2019-03-08 07:57:06,1,2019-03-08 09:05:24,drinken
10,1,2019-03-08 10:30:31,0,2019-03-08 11:01:14,drinken
8,1,2019-03-08 10:31:15,0,2019-03-08 11:01:16,drinken
105,1,2019-03-08 10:40:09,0,2019-03-08 11:01:20,drinken
14,1,2019-03-08 10:43:53,0,2019-03-08 11:01:17,drinken
8,1,2019-03-08 11:15:31,0,2019-03-08 12:08:34,drinken
105,1,2019-03-08 12:48:42,0,2019-03-08 13:50:39,drinken
105,1,2019-03-08 12:54:13,0,2019-03-08 13:50:39,drinken
1,1,2019-03-08 13:34:22,0,2019-03-08 13:50:44,drinken
2,1,2019-03-08 13:47:57,1,2019-03-08 13:50:41,drinken
105,1,2019-03-08 13:49:11,0,2019-03-08 13:50:39,drinken
2,1,2019-03-08 14:20:35,1,2019-03-08 14:46:15,drinken
7,1,2019-03-08 14:45:01,0,2019-03-08 14:46:37,drinken
14,1,2019-03-08 14:50:56,0,2019-03-08 14:53:22,drinken
14,1,2019-03-09 08:15:16,0,2019-03-09 08:29:47,drinken
1,1,2019-03-09 08:17:50,0,2019-03-09 08:29:49,drinken
13,1,2019-03-09 08:32:03,0,2019-03-09 08:32:33,drinken
4,1,2019-03-09 08:55:11,0,2019-03-09 09:00:11,drinken
3,1,2019-03-09 09:27:39,0,2019-03-09 09:35:34,drinken
105,1,2019-03-09 09:45:40,0,2019-03-09 09:56:40,drinken
7,1,2019-03-09 09:52:49,0,2019-03-09 09:56:41,drinken
4,1,2019-03-09 09:55:13,0,2019-03-09 09:56:44,eten
10,1,2019-03-09 09:55:51,0,2019-03-09 09:56:45,eten
14,1,2019-03-09 09:56:24,0,2019-03-09 09:56:46,eten
103,1,2019-03-09 10:02:08,1,2019-03-09 10:12:43,drinken
14,1,2019-03-09 10:11:31,0,2019-03-09 10:13:50,drinken
5,1,2019-03-09 10:12:15,0,2019-03-09 10:14:01,eten
107,1,2019-03-09 10:13:58,0,2019-03-09 10:24:53,drinken
107,1,2019-03-09 10:19:18,0,2019-03-09 10:24:53,drinken
107,1,2019-03-09 10:32:53,0,2019-03-09 10:33:51,drinken
103,1,2019-03-09 10:33:42,1,2019-03-09 10:33:52,drinken
3,1,2019-03-09 10:40:48,0,2019-03-09 10:48:54,drinken
10,1,2019-03-09 10:41:53,0,2019-03-09 10:56:42,drinken
1,1,2019-03-09 10:46:17,0,2019-03-09 10:56:43,drinken
105,1,2019-03-09 10:49:58,0,2019-03-09 10:56:46,drinken
5,1,2019-03-09 10:52:18,0,2019-03-09 10:58:09,drinken
107,1,2019-03-09 11:07:21,0,2019-03-09 11:14:02,eten
12,1,2019-03-09 11:28:45,0,2019-03-09 11:30:59,drinken
10,1,2019-03-09 11:38:56,0,2019-03-09 11:41:20,eten
107,1,2019-03-09 11:43:42,0,2019-03-09 11:44:03,drinken
11,1,2019-03-09 11:43:49,0,2019-03-09 11:50:46,drinken
7,1,2019-03-09 11:50:14,0,2019-03-09 11:58:59,drinken
11,1,2019-03-09 11:50:19,0,2019-03-09 11:50:46,drinken
105,1,2019-03-09 11:54:24,0,2019-03-09 11:55:17,eten
3,1,2019-03-09 11:55:29,0,2019-03-09 12:01:36,drinken
8,1,2019-03-09 11:58:41,0,2019-03-09 12:01:38,drinken
105,1,2019-03-09 12:03:18,0,2019-03-09 12:14:44,drinken
8,1,2019-03-09 12:07:17,0,2019-03-09 12:14:50,drinken
12,1,2019-03-09 12:10:27,0,2019-03-09 12:15:48,eten
14,1,2019-03-09 12:11:37,0,2019-03-09 12:15:50,eten
1,1,2019-03-09 12:17:53,0,2019-03-09 12:30:49,drinken
4,1,2019-03-09 12:22:42,0,2019-03-09 12:35:00,eten
14,1,2019-03-09 12:25:24,0,2019-03-09 12:35:02,eten
3,1,2019-03-09 12:26:45,0,2019-03-09 12:35:03,eten
7,1,2019-03-09 12:38:05,0,2019-03-09 13:15:49,drinken
107,1,2019-03-09 12:39:57,0,2019-03-09 13:15:48,drinken
3,1,2019-03-09 12:44:11,0,2019-03-09 13:15:50,drinken
13,1,2019-03-09 12:47:10,0,2019-03-09 13:15:51,drinken
8,1,2019-03-09 12:48:00,0,2019-03-09 13:15:54,betalen
5,1,2019-03-09 12:51:07,0,2019-03-09 13:15:53,drinken
4,1,2019-03-09 12:54:10,0,2019-03-09 14:06:07,drinken
5,1,2019-03-09 12:58:18,0,2019-03-09 13:15:53,drinken
105,1,2019-03-09 12:58:25,0,2019-03-09 14:06:09,drinken
1,1,2019-03-09 13:02:03,0,2019-03-09 14:28:04,drinken
5,1,2019-03-09 13:03:19,0,2019-03-09 13:15:53,drinken
6,1,2019-03-09 13:04:24,0,2019-03-09 13:15:56,drinken
9,1,2019-03-09 13:05:07,0,2019-03-09 14:28:07,eten
1,1,2019-03-09 13:08:37,0,2019-03-09 14:28:04,drinken
105,1,2019-03-09 13:09:08,0,2019-03-09 14:06:09,drinken
2,1,2019-03-09 13:11:22,1,2019-03-09 14:28:08,eten
3,1,2019-03-09 13:13:14,0,2019-03-09 13:15:50,drinken
1,1,2019-03-09 13:14:04,0,2019-03-09 14:28:04,drinken
105,1,2019-03-09 13:14:49,0,2019-03-09 14:06:09,drinken
5,1,2019-03-09 13:14:55,0,2019-03-09 13:15:53,drinken
6,1,2019-03-09 13:15:52,0,2019-03-09 13:15:56,drinken
2,1,2019-03-09 13:30:30,1,2019-03-09 14:28:08,eten
7,1,2019-03-09 13:30:47,0,2019-03-09 14:28:21,eten
3,1,2019-03-09 13:32:37,0,2019-03-09 14:28:23,betalen
9,1,2019-03-09 13:34:26,0,2019-03-09 14:28:07,eten
2,1,2019-03-09 13:41:47,1,2019-03-09 14:28:08,eten
12,1,2019-03-09 13:43:03,0,2019-03-09 14:28:25,betalen
6,1,2019-03-09 13:45:05,0,2019-03-09 14:28:26,betalen
4,1,2019-03-09 13:53:46,0,2019-03-09 14:06:07,drinken
9,1,2019-03-09 13:56:36,0,2019-03-09 14:28:07,eten
107,1,2019-03-09 14:04:03,0,2019-03-09 14:28:27,betalen
1,1,2019-03-09 14:06:48,0,2019-03-09 14:28:04,drinken
4,1,2019-03-09 14:07:02,0,2019-03-09 14:28:29,betalen
9,1,2019-03-09 14:08:27,0,2019-03-09 14:28:07,eten
4,1,2019-03-09 14:13:16,0,2019-03-09 14:28:29,betalen
103,1,2019-03-09 14:16:52,1,2019-03-09 14:28:30,betalen
4,1,2019-03-09 14:18:40,0,2019-03-09 14:28:29,betalen
6,1,2019-03-09 14:22:13,0,2019-03-09 14:28:26,betalen
4,1,2019-03-09 14:24:19,0,2019-03-09 14:28:29,betalen
4,1,2019-03-09 14:30:01,0,2019-03-09 14:30:08,drinken
9,1,2019-03-09 14:31:18,0,2019-03-09 14:31:55,eten
5,1,2019-03-09 14:32:23,0,2019-03-09 14:33:57,eten
4,1,2019-03-09 14:35:52,0,2019-03-09 14:44:19,eten
105,1,2019-03-09 14:54:35,0,2019-03-09 15:13:22,drinken
107,1,2019-03-09 14:59:10,0,2019-03-09 15:13:31,eten
105,1,2019-03-09 15:00:34,0,2019-03-09 15:13:22,drinken
2,1,2019-03-09 15:21:30,1,2019-03-09 15:24:25,drinken
105,1,2019-03-09 15:24:19,0,2019-03-09 15:27:59,eten
103,1,2019-03-09 15:27:13,1,2019-03-09 15:28:01,eten
1,1,2019-03-10 10:51:37,0,2019-03-10 11:41:01,drinken
2,1,2019-03-10 10:57:40,1,2019-03-10 11:41:03,drinken
6,1,2019-03-10 11:27:38,0,2019-03-10 11:41:04,drinken
6,1,2019-03-10 11:46:21,0,2019-03-10 11:47:13,betalen
1,1,2019-03-10 12:04:43,0,2019-03-10 12:05:01,drinken
105,1,2019-03-10 12:13:57,0,2019-03-10 12:20:38,drinken
105,1,2019-03-10 12:26:08,0,2019-03-10 12:36:00,eten
1,1,2019-03-10 12:43:07,0,2019-03-10 12:46:57,drinken
103,1,2019-03-10 12:46:30,1,2019-03-10 12:46:59,drinken
107,1,2019-03-10 12:52:00,0,2019-03-10 12:53:11,drinken
1,1,2019-03-10 13:20:04,0,2019-03-10 13:26:05,betalen
1,1,2019-03-10 13:29:13,0,2019-03-10 13:36:55,drinken
103,1,2019-03-10 13:30:35,1,2019-03-10 13:36:57,drinken
105,1,2019-03-10 13:32:22,0,2019-03-10 13:36:54,eten
105,1,2019-03-10 13:42:32,0,2019-03-10 13:44:07,drinken
103,1,2019-03-10 13:46:51,1,2019-03-10 13:54:28,drinken
3,1,2019-03-10 13:57:06,0,2019-03-10 13:57:50,drinken
105,1,2019-03-10 14:22:17,0,2019-03-10 14:27:56,drinken
105,1,2019-03-10 14:31:15,0,2019-03-10 14:31:56,eten
12,1,2019-03-10 15:02:56,0,2019-03-10 15:06:42,eten
6,1,2019-03-10 15:04:18,0,2019-03-10 15:06:44,drinken
1,1,2019-03-10 15:16:30,0,2019-03-10 15:38:54,drinken
2,1,2019-03-12 09:40:58,1,2019-03-12 09:55:29,drinken
2,1,2019-03-12 11:32:03,1,2019-03-12 12:12:45,drinken
105,1,2019-03-12 11:56:03,0,2019-03-12 12:12:42,drinken
105,1,2019-03-12 12:39:37,0,2019-03-12 13:06:06,drinken
7,1,2019-03-12 12:50:17,0,2019-03-12 13:06:08,drinken
1,1,2019-03-12 12:53:01,0,2019-03-12 13:06:03,drinken
1,1,2019-03-12 12:59:45,0,2019-03-12 13:06:03,drinken
2,1,2019-03-13 09:27:49,1,2019-03-13 09:28:01,drinken
2,1,2019-03-13 09:33:09,1,2019-03-13 09:37:10,drinken
2,1,2019-03-13 10:50:04,1,2019-03-13 11:02:57,drinken
6,1,2019-03-13 10:57:49,0,2019-03-13 11:05:50,drinken
13,1,2019-03-13 11:16:24,0,2019-03-13 11:19:46,drinken
14,1,2019-03-13 11:18:08,0,2019-03-13 11:19:49,eten
14,1,2019-03-13 11:23:48,0,2019-03-13 12:09:08,drinken
9,1,2019-03-13 11:33:50,0,2019-03-13 12:09:07,drinken
14,1,2019-03-13 13:12:11,0,2019-03-13 13:23:24,drinken
4,1,2019-03-13 13:49:34,0,2019-03-13 14:15:12,drinken
12,1,2019-03-13 14:23:47,0,2019-03-13 14:54:08,drinken
103,1,2019-03-13 14:49:13,1,2019-03-13 14:54:06,drinken
105,1,2019-03-14 10:39:16,0,2019-03-14 11:21:22,drinken
2,1,2019-03-15 08:50:38,1,2019-03-15 09:06:49,drinken
13,1,2019-03-15 09:52:59,0,2019-03-15 10:30:37,drinken
7,1,2019-03-15 11:03:15,0,2019-03-15 11:22:54,drinken
10,1,2019-03-15 11:17:27,0,2019-03-15 11:22:56,drinken
5,1,2019-03-15 12:17:25,0,2019-03-15 12:22:25,eten
10,1,2019-03-15 12:23:58,0,2019-03-15 12:46:23,drinken
5,1,2019-03-15 13:30:39,0,2019-03-15 22:00:51,drinken
2,1,2019-03-15 14:03:01,1,2019-03-15 22:00:51,drinken
13,1,2019-03-15 14:44:42,0,2019-03-15 22:00:52,drinken
11,1,2019-03-15 14:45:00,0,2019-03-15 22:00:53,drinken
5,1,2019-03-15 14:59:28,0,2019-03-15 22:00:51,drinken
1,1,2019-03-15 15:02:54,0,2019-03-15 22:00:53,drinken
2,1,2019-03-15 15:45:25,1,2019-03-15 22:00:51,drinken
2,1,2019-03-15 15:54:33,1,2019-03-15 22:00:51,drinken
2,1,2019-03-16 07:07:28,1,2019-03-16 08:20:38,drinken
2,1,2019-03-16 07:46:45,1,2019-03-16 08:20:38,drinken
2,1,2019-03-16 07:52:59,1,2019-03-16 08:20:38,drinken
2,1,2019-03-16 09:07:34,1,2019-03-16 09:10:27,drinken
105,1,2019-03-16 09:27:10,0,2019-03-16 09:32:38,drinken
8,1,2019-03-16 09:42:31,0,2019-03-16 09:43:31,drinken
3,1,2019-03-16 10:00:48,0,2019-03-16 10:03:59,drinken
107,1,2019-03-16 10:11:57,0,2019-03-16 10:14:29,drinken
5,1,2019-03-16 10:27:42,0,2019-03-16 10:33:22,drinken
2,1,2019-03-16 10:53:28,1,2019-03-16 10:57:42,drinken
14,1,2019-03-16 11:20:49,0,2019-03-16 11:34:13,drinken
109,1,2019-03-16 11:21:25,0,2019-03-16 11:34:11,drinken
103,1,2019-03-16 11:22:16,1,2019-03-16 11:34:06,drinken
8,1,2019-03-16 11:34:02,0,2019-03-16 11:34:08,drinken
105,1,2019-03-16 11:39:56,0,2019-03-16 11:45:39,eten
3,1,2019-03-16 11:51:34,0,2019-03-16 11:54:39,drinken
103,1,2019-03-16 11:57:48,1,2019-03-16 12:04:55,drinken
109,1,2019-03-16 12:08:28,0,2019-03-16 12:19:11,drinken
5,1,2019-03-16 12:10:13,0,2019-03-16 12:19:05,drinken
103,1,2019-03-16 12:27:59,1,2019-03-16 12:32:57,eten
107,1,2019-03-16 12:34:08,0,2019-03-16 12:39:25,drinken
103,1,2019-03-16 12:40:40,1,2019-03-16 12:42:41,drinken
13,1,2019-03-16 12:42:38,0,2019-03-16 12:42:43,drinken
4,1,2019-03-16 12:43:17,0,2019-03-16 12:54:16,drinken
7,1,2019-03-16 12:50:22,0,2019-03-16 12:54:14,drinken
10,1,2019-03-16 13:20:40,0,2019-03-16 13:48:49,drinken
7,1,2019-03-16 13:21:21,0,2019-03-16 13:48:51,drinken
109,1,2019-03-16 13:23:13,0,2019-03-16 13:48:55,drinken
4,1,2019-03-16 13:47:41,0,2019-03-16 13:48:53,drinken
10,1,2019-03-16 13:48:08,0,2019-03-16 13:48:49,drinken
109,1,2019-03-16 13:51:56,0,2019-03-16 13:55:39,drinken
3,1,2019-03-16 13:54:01,0,2019-03-16 13:55:38,drinken
107,1,2019-03-16 13:56:39,0,2019-03-16 13:59:57,drinken
3,1,2019-03-16 14:22:04,0,2019-03-16 14:35:14,drinken
12,1,2019-03-16 14:30:35,0,2019-03-16 14:35:17,drinken
5,1,2019-03-16 14:44:58,0,2019-03-16 15:03:54,drinken
7,1,2019-03-16 14:50:31,0,2019-03-16 15:03:58,drinken
3,1,2019-03-16 15:18:14,0,2019-03-16 17:57:03,drinken
2,1,2019-03-16 15:58:28,1,2019-03-16 17:57:04,eten
109,1,2019-03-17 11:23:36,0,2019-03-17 11:26:27,drinken
107,1,2019-03-17 11:51:44,0,2019-03-17 11:52:11,eten
109,1,2019-03-17 12:12:36,0,2019-03-17 12:13:58,eten
4,1,2019-03-17 12:28:12,0,2019-03-17 12:57:02,drinken
5,1,2019-03-17 12:31:23,0,2019-03-17 12:57:07,drinken
103,1,2019-03-17 12:41:44,1,2019-03-17 12:57:00,drinken
2,1,2019-03-17 13:17:05,1,2019-03-17 13:32:34,eten
2,1,2019-03-19 11:45:23,1,2019-03-19 17:43:54,eten
107,1,2019-03-19 13:56:49,0,2019-03-19 17:43:54,drinken
4,1,2019-03-19 15:15:49,0,2019-03-19 17:43:56,eten
13,1,2019-03-20 08:51:54,0,2019-03-20 08:54:33,drinken
1,1,2019-03-20 09:30:56,0,2019-03-20 09:37:49,drinken
1,1,2019-03-20 10:07:48,0,2019-03-20 10:09:13,drinken
105,1,2019-03-20 11:16:03,0,2019-03-20 11:16:58,drinken
1,1,2019-03-20 11:45:49,0,2019-03-20 11:47:33,drinken
107,1,2019-03-20 12:02:00,0,2019-03-20 12:03:06,drinken
105,1,2019-03-20 12:25:07,0,2019-03-20 12:32:21,eten
3,1,2019-03-20 12:43:16,0,2019-03-20 13:00:01,drinken
1,1,2019-03-20 14:02:00,0,2019-03-20 14:12:18,drinken
2,1,2019-03-20 14:30:03,1,2019-03-20 14:31:39,eten
105,1,2019-03-20 14:33:06,0,2019-03-20 14:34:59,drinken
14,1,2019-03-23 07:50:51,0,2019-03-23 08:42:21,betalen
105,1,2019-03-23 08:52:03,0,2019-03-23 09:12:18,eten
5,1,2019-03-23 09:03:34,0,2019-03-23 09:12:21,drinken
8,1,2019-03-23 09:06:28,0,2019-03-23 09:12:16,eten
105,1,2019-03-23 09:31:15,0,2019-03-23 09:59:39,drinken
105,1,2019-03-23 09:42:37,0,2019-03-23 09:59:39,drinken
109,1,2019-03-23 09:49:29,0,2019-03-23 09:59:41,drinken
105,1,2019-03-23 09:50:09,0,2019-03-23 09:59:39,drinken
4,1,2019-03-23 10:05:07,0,2019-03-23 10:08:05,drinken
103,1,2019-03-23 10:13:04,1,2019-03-23 10:23:49,eten
4,1,2019-03-23 10:25:42,0,2019-03-23 10:46:16,betalen
107,1,2019-03-23 10:57:41,0,2019-03-23 12:11:29,drinken
7,1,2019-03-23 11:00:10,0,2019-03-23 12:11:24,drinken
107,1,2019-03-23 11:03:15,0,2019-03-23 12:11:29,drinken
7,1,2019-03-23 11:08:37,0,2019-03-23 12:11:24,drinken
109,1,2019-03-23 11:10:41,0,2019-03-23 12:12:33,drinken
5,1,2019-03-23 11:17:39,0,2019-03-23 12:12:31,drinken
107,1,2019-03-23 11:25:42,0,2019-03-23 12:11:29,drinken
7,1,2019-03-23 11:25:51,0,2019-03-23 12:11:24,drinken
5,1,2019-03-23 11:26:37,0,2019-03-23 12:12:31,drinken
7,1,2019-03-23 11:31:59,0,2019-03-23 12:11:24,drinken
105,1,2019-03-23 11:50:08,0,2019-03-23 12:12:29,drinken
103,1,2019-03-23 11:56:47,1,2019-03-23 12:12:27,drinken
107,1,2019-03-23 12:10:50,0,2019-03-23 12:11:29,drinken
109,1,2019-03-23 12:14:31,0,2019-03-23 12:33:03,drinken
5,1,2019-03-23 12:19:33,0,2019-03-23 12:33:03,drinken
109,1,2019-03-23 12:35:10,0,2019-03-23 13:24:25,drinken
4,1,2019-03-23 12:43:53,0,2019-03-23 13:24:26,drinken
103,1,2019-03-23 13:50:51,1,2019-03-23 14:21:30,eten
7,1,2019-03-23 14:34:17,0,2019-03-23 15:12:57,drinken
9,1,2019-03-23 14:34:22,0,2019-03-23 15:12:58,drinken
4,1,2019-03-23 14:36:11,0,2019-03-23 15:12:59,drinken
8,1,2019-03-23 14:47:36,0,2019-03-23 15:13:00,drinken
7,1,2019-03-23 14:48:51,0,2019-03-23 15:12:57,drinken
8,1,2019-03-23 14:59:55,0,2019-03-23 15:13:00,drinken
8,1,2019-03-23 15:14:20,0,2019-03-23 15:20:04,betalen
105,1,2019-03-24 10:03:12,0,2019-03-24 10:09:04,drinken
2,1,2019-03-24 10:26:06,1,2019-03-24 10:27:42,drinken
2,1,2019-03-24 10:34:28,1,2019-03-24 10:35:35,eten
11,1,2019-03-24 10:35:25,0,2019-03-24 10:35:38,drinken
13,1,2019-03-24 10:41:08,0,2019-03-24 10:41:13,drinken
4,1,2019-03-24 11:05:46,0,2019-03-24 11:08:45,drinken
2,1,2019-03-24 11:07:04,1,2019-03-24 11:09:36,eten
4,1,2019-03-24 11:11:14,0,2019-03-24 11:13:23,drinken
10,1,2019-03-24 11:36:53,0,2019-03-24 11:47:42,drinken
1,1,2019-03-24 14:26:54,0,2019-03-24 14:27:13,drinken
3,1,2019-03-24 14:41:51,0,2019-03-24 14:42:24,eten
14,1,2019-03-24 15:17:07,0,2019-03-24 15:21:26,eten
12,1,2019-03-24 15:17:17,0,2019-03-24 15:21:28,eten
1,1,2019-03-26 08:18:40,0,2019-03-26 08:29:18,drinken
1,1,2019-03-26 08:24:57,0,2019-03-26 08:29:18,drinken
1,1,2019-03-26 11:24:59,0,2019-03-26 11:25:49,drinken
5,1,2019-03-26 11:25:19,0,2019-03-26 11:25:47,drinken
10,1,2019-03-26 11:25:24,0,2019-03-26 11:25:50,drinken
14,1,2019-03-26 11:25:33,0,2019-03-26 11:25:51,drinken
12,1,2019-03-26 11:25:36,0,2019-03-26 11:25:52,drinken
11,1,2019-03-26 11:25:55,0,2019-03-26 11:25:58,drinken
109,1,2019-03-26 11:26:04,0,2019-03-26 11:26:06,drinken
2,1,2019-03-26 11:33:44,1,2019-03-26 12:38:11,drinken
2,1,2019-03-26 12:03:14,1,2019-03-26 12:38:11,drinken
107,1,2019-03-26 12:22:25,0,2019-03-26 12:38:12,drinken
4,1,2019-03-26 12:27:44,0,2019-03-26 12:38:13,drinken
3,1,2019-03-26 12:42:08,0,2019-03-26 14:28:20,drinken
2,1,2019-03-26 14:37:34,1,2019-03-27 07:23:52,drinken
1,1,2019-03-27 09:20:48,0,2019-03-27 09:36:53,eten
109,1,2019-03-27 09:53:43,0,2019-03-27 09:57:56,eten
9,1,2019-03-27 09:53:50,0,2019-03-27 09:57:57,eten
103,1,2019-03-27 11:22:12,1,2019-03-27 11:25:46,drinken
105,1,2019-03-27 11:42:44,0,2019-03-27 12:13:10,drinken
9,1,2019-03-27 11:50:09,0,2019-03-27 12:13:11,drinken
1,1,2019-03-27 11:56:53,0,2019-03-27 12:13:13,drinken
6,1,2019-03-27 12:05:18,0,2019-03-27 12:13:15,drinken
1,1,2019-03-27 12:29:02,0,2019-03-27 12:35:29,drinken
8,1,2019-03-27 13:57:47,0,2019-03-27 14:00:58,drinken
1,1,2019-03-28 09:39:52,0,2019-03-28 10:11:21,drinken
3,1,2019-03-28 10:02:40,0,2019-03-28 10:11:20,drinken
1,1,2019-03-28 10:12:52,0,2019-03-28 13:41:57,drinken
10,1,2019-03-28 11:58:26,0,2019-03-28 13:41:57,drinken
10,1,2019-03-28 12:07:08,0,2019-03-28 13:41:57,drinken
105,1,2019-03-28 12:20:12,0,2019-03-28 13:41:58,drinken
105,1,2019-03-28 13:17:17,0,2019-03-28 13:41:58,drinken
107,1,2019-03-28 14:15:02,0,2019-03-28 17:00:20,drinken
10,1,2019-03-28 14:26:47,0,2019-03-28 17:00:21,drinken
1,1,2019-03-30 07:16:21,0,2019-03-30 07:39:14,drinken
1,1,2019-03-30 07:26:41,0,2019-03-30 07:39:14,drinken
1,1,2019-03-30 07:35:51,0,2019-03-30 07:39:14,drinken
4,1,2019-03-30 07:48:59,0,2019-03-30 08:09:57,eten
4,1,2019-03-30 07:54:47,0,2019-03-30 08:09:57,eten
1,1,2019-03-30 08:08:58,0,2019-03-30 08:10:00,eten
109,1,2019-03-30 11:47:51,0,2019-03-30 11:52:13,eten
103,1,2019-03-30 11:57:42,1,2019-03-30 12:23:24,eten
103,1,2019-03-30 12:06:09,1,2019-03-30 12:23:24,eten
1,1,2019-03-30 12:40:46,0,2019-03-30 14:45:11,drinken
6,1,2019-03-30 12:47:32,0,2019-03-30 14:45:12,drinken
5,1,2019-03-30 12:50:04,0,2019-03-30 14:45:14,drinken
1,1,2019-03-30 12:51:15,0,2019-03-30 14:45:11,drinken
1,1,2019-03-30 14:12:45,0,2019-03-30 14:45:11,drinken
105,1,2019-03-30 15:38:49,0,2019-03-30 15:45:57,eten
2,1,2019-03-31 08:28:00,1,2019-03-31 08:43:50,betalen
2,1,2019-03-31 08:44:10,1,2019-03-31 08:45:37,drinken
2,1,2019-03-31 09:38:27,1,2019-03-31 09:56:42,eten
2,1,2019-03-31 09:54:42,1,2019-03-31 09:56:42,eten
109,1,2019-03-31 11:18:59,0,2019-03-31 11:28:19,drinken
2,1,2019-04-02 09:20:48,1,2019-04-02 09:21:30,drinken
1,1,2019-04-02 10:42:57,0,2019-04-02 10:44:39,drinken
1,1,2019-04-03 07:35:11,0,2019-04-03 09:29:12,drinken
2,1,2019-04-03 07:38:20,1,2019-04-03 09:29:14,eten
1,1,2019-04-03 07:59:05,0,2019-04-03 09:29:12,drinken
1,1,2019-04-03 08:28:45,0,2019-04-03 09:29:12,drinken
5,1,2019-04-03 08:36:56,0,2019-04-03 09:29:17,eten
109,1,2019-04-03 09:14:18,0,2019-04-03 09:29:19,drinken
5,1,2019-04-03 09:48:27,0,2019-04-03 09:50:27,drinken
103,1,2019-04-03 10:47:17,1,2019-04-03 10:59:38,drinken
1,1,2019-04-03 11:12:44,0,2019-04-03 11:16:18,drinken
4,1,2019-04-03 11:32:15,0,2019-04-03 11:37:22,drinken
103,1,2019-04-03 11:41:30,1,2019-04-03 11:53:41,drinken
105,1,2019-04-03 12:44:06,0,2019-04-03 13:31:18,drinken
5,1,2019-04-03 14:27:23,0,2019-04-04 07:19:20,drinken
103,1,2019-04-03 14:27:26,0,2019-04-04 07:19:18,drinken
2,1,2019-04-03 14:27:31,1,2019-04-03 14:54:15,drinken
1,1,2019-04-03 14:27:39,0,2019-04-04 07:19:15,drinken
1,1,2019-04-04 08:22:58,0,2019-04-04 10:49:17,drinken
1,1,2019-04-04 09:39:08,0,2019-04-04 10:49:17,drinken
105,1,2019-04-04 10:29:17,0,2019-04-04 10:49:19,eten
105,1,2019-04-04 10:45:22,0,2019-04-04 10:49:19,eten
1,1,2019-04-04 10:56:18,0,2019-04-04 11:40:00,drinken
2,1,2019-04-04 11:00:47,0,2019-04-04 11:40:01,drinken
3,1,2019-04-04 11:40:09,0,2019-04-04 11:40:47,drinken
5,1,2019-04-04 11:41:12,0,2019-04-04 13:12:35,drinken
103,1,2019-04-04 12:01:07,0,2019-04-04 14:41:29,drinken
3,1,2019-04-04 12:03:23,0,2019-04-04 14:41:30,drinken
1,1,2019-04-04 12:05:19,0,2019-04-04 14:41:32,drinken
107,1,2019-04-04 12:06:52,0,2019-04-04 14:41:33,drinken
5,1,2019-04-04 12:07:01,0,2019-04-04 13:12:35,drinken
103,1,2019-04-04 12:14:36,0,2019-04-04 14:41:29,drinken
4,1,2019-04-04 12:14:42,0,2019-04-04 14:41:35,drinken
1,1,2019-04-04 12:43:32,0,2019-04-04 14:41:32,drinken
1,1,2019-04-04 12:54:57,0,2019-04-04 14:41:32,drinken
1,1,2019-04-04 13:47:26,0,2019-04-04 14:41:32,drinken
1,1,2019-04-04 13:54:24,0,2019-04-04 14:41:32,drinken
7,1,2019-04-04 14:06:31,0,2019-04-04 14:41:39,drinken
3,1,2019-04-04 14:41:17,0,2019-04-04 14:41:30,drinken
1,1,2019-04-04 14:48:25,0,2019-04-04 14:55:59,drinken
14,1,2019-04-04 14:48:43,0,2019-04-04 14:56:00,drinken
3,1,2019-04-04 14:49:39,0,2019-04-04 14:56:00,drinken
13,1,2019-04-04 14:50:01,0,2019-04-04 14:56:01,drinken
103,1,2019-04-04 14:59:25,0,2019-04-04 15:20:12,drinken
1,1,2019-04-04 15:01:20,0,2019-04-04 15:20:13,drinken
3,1,2019-04-04 15:03:29,0,2019-04-04 15:20:15,drinken
4,1,2019-04-04 15:04:48,0,2019-04-04 15:20:16,drinken
13,1,2019-04-04 15:04:56,0,2019-04-04 15:20:17,drinken
14,1,2019-04-04 15:04:58,0,2019-04-04 15:20:18,drinken
103,1,2019-04-04 15:06:16,0,2019-04-04 15:20:12,drinken
6,1,2019-04-04 15:09:25,0,2019-04-04 15:20:19,drinken
8,1,2019-04-04 15:10:39,0,2019-04-04 15:20:20,drinken
25,1,2019-04-04 15:18:03,0,2019-04-04 15:28:57,drinken
26,1,2019-04-04 15:19:54,0,2019-04-04 15:29:04,drinken
27,1,2019-04-04 15:22:02,0,2019-04-04 15:29:02,eten
28,1,2019-04-04 15:22:37,0,2019-04-04 15:28:59,drinken
1,1,2019-04-04 15:40:53,0,2019-04-04 15:47:57,drinken
3,1,2019-04-04 15:41:14,0,2019-04-04 15:48:54,drinken
14,1,2019-04-04 15:41:17,0,2019-04-04 15:48:56,drinken
5,1,2019-04-04 15:41:18,0,2019-04-04 15:48:57,drinken
10,1,2019-04-04 15:42:52,0,2019-04-04 15:48:58,drinken
11,1,2019-04-04 15:43:24,0,2019-04-04 15:48:59,drinken
109,1,2019-04-04 15:43:47,0,2019-04-04 15:49:00,drinken
8,1,2019-04-04 15:43:55,0,2019-04-04 15:49:00,drinken
2,1,2019-04-04 15:44:24,0,2019-04-04 15:50:23,drinken
